
9.97,-9.67,-1.70,-1.47,1.04,0.67,0.69,0.34,-0.01,0.06,0.48,-0.02,0.08,0.37,-0.02,0.16,0.71,0.71,1.05,-0.37,-0.72,0.54,-0.73,-0.95,0.72
10.61,-10.26,-2.09,-1.19,1.50,1.08,0.94,0.80,0.65,0.45,0.49,0.64,0.32,0.00,0.12,-0.01,0.88,1.16,1.68,-0.56,-1.88,0.92,-0.55,-0.96,0.62
11.12,-10.74,-2.07,-1.26,1.90,1.26,1.18,1.40,1.15,0.77,0.58,0.77,0.34,-0.09,0.13,-0.09,0.85,1.49,1.94,-0.80,-2.82,1.13,-0.63,-0.98,0.68
11.18,-10.80,-2.15,-1.22,2.05,1.25,1.22,1.55,1.13,0.73,0.61,0.74,0.29,0.01,0.23,-0.23,1.11,1.57,1.95,-1.18,-2.99,1.50,-0.68,-0.98,0.70
11.11,-10.70,-2.26,-1.27,1.72,1.25,1.24,1.36,1.07,0.80,0.63,0.69,0.38,0.02,0.15,-0.24,1.16,1.44,1.83,-1.16,-2.58,1.44,-0.70,-0.98,0.68
10.92,-10.53,-2.24,-1.31,1.67,1.00,1.19,1.19,0.90,1.00,0.71,0.75,0.50,-0.00,0.11,-0.09,0.84,1.39,1.65,-0.83,-2.23,0.96,-0.71,-0.97,0.69
10.74,-10.39,-2.05,-1.32,1.85,0.77,1.16,0.90,0.69,1.18,0.63,0.78,0.55,0.08,0.14,0.02,0.56,1.58,1.49,-0.18,-2.27,0.22,-0.21,-0.96,0.27
10.76,-10.45,-1.83,-1.31,1.80,0.60,1.23,0.59,0.52,1.23,0.54,0.70,0.55,0.07,-0.01,0.05,0.41,1.75,1.54,0.38,-2.62,-0.33,0.52,-0.97,-0.51
11.02,-10.69,-1.92,-1.34,1.67,0.71,1.22,0.80,0.50,0.71,0.67,0.57,0.35,-0.06,-0.01,0.08,0.52,1.67,1.68,0.07,-2.73,-0.04,0.09,-0.98,-0.05
11.37,-10.99,-2.16,-1.35,1.70,1.00,1.29,1.13,0.91,0.73,0.67,0.71,0.33,-0.09,0.11,0.14,0.84,1.77,1.83,-0.46,-3.16,0.45,-0.31,-0.97,0.29
11.76,-11.33,-2.26,-1.29,1.87,1.47,1.36,1.35,1.49,0.98,0.49,0.75,0.39,0.02,0.09,0.22,1.20,2.02,2.05,-0.89,-4.03,0.93,-0.37,-0.98,0.38
11.85,-11.40,-2.26,-1.38,2.04,1.46,1.37,1.34,1.47,0.85,0.45,0.73,0.30,0.05,-0.05,0.28,1.18,2.06,2.08,-1.08,-4.21,1.10,-0.44,-0.98,0.45
11.53,-11.13,-2.14,-1.38,2.01,1.14,1.35,1.33,1.17,1.11,0.58,0.76,0.41,0.03,-0.18,0.33,0.97,1.99,1.93,-0.94,-3.74,0.76,-0.49,-0.98,0.41
11.29,-10.92,-2.07,-1.29,1.78,1.11,1.38,1.34,1.12,1.42,0.68,0.74,0.58,0.14,-0.18,0.24,0.84,1.90,1.88,-0.81,-3.50,0.70,-0.51,-0.98,0.44
11.12,-10.76,-1.97,-1.28,1.72,1.01,1.39,1.25,1.01,1.44,0.72,0.72,0.60,0.13,-0.16,0.17,0.77,1.79,1.86,-0.67,-3.28,0.66,-0.49,-0.99,0.46
10.79,-10.44,-1.92,-1.38,1.75,0.91,1.29,1.18,0.79,1.14,0.74,0.67,0.50,0.12,-0.09,0.21,0.70,1.63,1.75,-0.54,-2.81,0.58,-0.47,-0.98,0.47
